Frequency ratio for engciphertext 4 grams:
izxv 1.3	 Occurrences:35
ybrh 0.04	 Occurrences:1
brhn 0.04	 Occurrences:1
rhnb 0.04	 Occurrences:1
hnbh 0.04	 Occurrences:1
nbhn 0.04	 Occurrences:1
bhne 0.04	 Occurrences:1
hnea 0.04	 Occurrences:1
neay 0.04	 Occurrences:1
eayf 0.04	 Occurrences:1
ayfn 0.04	 Occurrences:1
fnzl 0.04	 Occurrences:1
nzli 0.04	 Occurrences:1
zli2 0.04	 Occurrences:1
li28 0.04	 Occurrences:1
i282 0.04	 Occurrences:1
2828 0.04	 Occurrences:1
828e 0.04	 Occurrences:1
28er 0.04	 Occurrences:1
8erf 0.04	 Occurrences:1
erfo 0.04	 Occurrences:1
rfoh 0.04	 Occurrences:1
fohn 0.04	 Occurrences:1
ohnh 0.04	 Occurrences:1
hnhc 0.04	 Occurrences:1
dech 0.04	 Occurrences:1
echc 0.04	 Occurrences:1
chcn 0.04	 Occurrences:1
hcnk 0.04	 Occurrences:1
cnke 0.04	 Occurrences:1
nkeb 0.04	 Occurrences:1
keby 0.04	 Occurrences:1
ebyk 0.04	 Occurrences:1
bykz 0.04	 Occurrences:1
vdxo 0.04	 Occurrences:1
dxoh 0.04	 Occurrences:1
xohh 0.04	 Occurrences:1
ohhy 0.04	 Occurrences:1
hhys 0.04	 Occurrences:1
ysnc 0.04	 Occurrences:1
snco 0.04	 Occurrences:1
ncos 0.04	 Occurrences:1
snho 0.04	 Occurrences:1
tprn 0.04	 Occurrences:1
prnr 0.04	 Occurrences:1
rnro 0.04	 Occurrences:1
robi 0.04	 Occurrences:1
ykx
 0.04	 Occurrences:1
kx

 0.04	 Occurrences:1
x

c 0.04	 Occurrences:1


cd 0.04	 Occurrences:1

cdn 0.04	 Occurrences:1
cnzo 0.04	 Occurrences:1
zohc 0.04	 Occurrences:1
oihy 0.04	 Occurrences:1
ihyl 0.04	 Occurrences:1
hylt 0.04	 Occurrences:1
ylte 0.04	 Occurrences:1
lteb 0.04	 Occurrences:1
knhc 0.04	 Occurrences:1
decd 0.04	 Occurrences:1
ecde 0.04	 Occurrences:1
cdef 0.04	 Occurrences:1
defn 0.04	 Occurrences:1
efnh 0.04	 Occurrences:1
fnhy 0.04	 Occurrences:1
nhys 0.04	 Occurrences:1
snev 0.04	 Occurrences:1
nevv 0.04	 Occurrences:1
evvt 0.04	 Occurrences:1
vvto 0.04	 Occurrences:1
vtoi 0.04	 Occurrences:1
toie 0.04	 Occurrences:1
bobi 0.04	 Occurrences:1
vdxy 0.04	 Occurrences:1
dxyz 0.04	 Occurrences:1
xyzi 0.04	 Occurrences:1
yziz 0.04	 Occurrences:1
zizx 0.04	 Occurrences:1
kx(n 0.04	 Occurrences:1
x(nk 0.04	 Occurrences:1
(nkl 0.04	 Occurrences:1
nklz 0.04	 Occurrences:1
klzn 0.04	 Occurrences:1
lzng 0.04	 Occurrences:1
ngpn 0.04	 Occurrences:1
gpnb 0.04	 Occurrences:1
pnbi 0.04	 Occurrences:1
nbix 0.04	 Occurrences:1
bixr 0.04	 Occurrences:1
ixre 0.04	 Occurrences:1
xrec 0.04	 Occurrences:1
ecet 0.04	 Occurrences:1
cetn 0.04	 Occurrences:1
etnc 0.04	 Occurrences:1
tncc 0.04	 Occurrences:1
nziy 0.04	 Occurrences:1
ziys 0.04	 Occurrences:1
aobe 0.04	 Occurrences:1
obec 0.04	 Occurrences:1
ybhp 0.04	 Occurrences:1
bhpb 0.04	 Occurrences:1
pbof 0.04	 Occurrences:1
bofn 0.04	 Occurrences:1
ofnz 0.04	 Occurrences:1
zhet 0.04	 Occurrences:1
hetv 0.04	 Occurrences:1
etve 0.04	 Occurrences:1
tvec 0.04	 Occurrences:1
vecc 0.04	 Occurrences:1
eccn 0.04	 Occurrences:1
cnzb 0.04	 Occurrences:1
nzbh 0.04	 Occurrences:1
zbhn 0.04	 Occurrences:1
bhnc 0.04	 Occurrences:1
hnci 0.04	 Occurrences:1
nci) 0.04	 Occurrences:1
ci)o 0.04	 Occurrences:1
i)oh 0.04	 Occurrences:1
)ohi 0.04	 Occurrences:1
ohie 0.04	 Occurrences:1
hiet 0.04	 Occurrences:1
nriz 0.04	 Occurrences:1
cyto 0.04	 Occurrences:1
ytob 0.04	 Occurrences:1
tobk 0.04	 Occurrences:1
bkpo 0.04	 Occurrences:1
kpoh 0.04	 Occurrences:1
pohc 0.04	 Occurrences:1
